Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Days Existed,Funding,Select Investors
OfBusiness,"$5,000,000,000 ",7/31/2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,42393,"$734,000,000 ","Matrix Partners India, Falcon Edge Capital, SoftBank Group"
Ola Electric Mobility,"$5,000,000,000 ",7/2/2019,Auto & transportation,Bengaluru,India,Asia,2019,41629,"$761,000,000 ","SoftBank Group, Tiger Global Management, Matrix Partners India"
Pine Labs,"$5,000,000,000 ",1/24/2020,Fintech,Noida,India,Asia,1998,41856,"$903,000,000 ","Sequoia Capital India, Temasek, PayPal Ventures"
Qonto,"$5,000,000,000 ",1/11/2022,Fintech,Paris,France,Europe,2016,42556,"$704,000,000 ","Alven Capital, Valar Ventures, Tencent Holdings"
SambaNova Systems,"$5,000,000,000 ",4/13/2021,Data management & analytics,Palo Alto,United States,North America,2017,42282,"$1,000,000,000 ","Walden International, Google Ventures, Intel Capital"
United Imaging Healthcare,"$5,000,000,000 ",9/15/2017,Health,Shanghai,China,Asia,2011,40982,"$503,000,000 ","China Life Insurance, China Development Bank Capital, CITIC Securities International"
WM Motor,"$5,000,000,000 ",3/8/2019,Auto & transportation,Shanghai,China,Asia,2015,41517,"$4,000,000,000 ","Baidu Capital, Linear Venture, Tencent"
ZEPZ,"$5,000,000,000 ",8/23/2021,Fintech,London,United Kingdom,Europe,2010,42421,"$655,000,000 ","Accel, Technology Crossover Ventures, LeapFrog Investments"
Abogen,"$4,000,000,000 ",11/29/2021,Health,Suzhou,China,Asia,2019,42510,"$1,000,000,000 ","Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners"
Greensill,"$4,000,000,000 ",7/16/2018,Fintech,London,United Kingdom,Europe,2011,41286,"$2,000,000,000 ","SoftBank Group, General Atlantic"
HyalRoute,"$4,000,000,000 ",5/26/2020,Mobile & telecommunications,,Singapore,Asia,2015,41962,"$263,000,000 ",Kuang-Chi
Radiology Partners,"$4,000,000,000 ",2/26/2018,Health,El Segundo,United States,North America,2012,41145,"$1,000,000,000 ","New Enterprise Associates, Starr Investment Holdings"
Yello Mobile,"$4,000,000,000 ",11/11/2014,Mobile & telecommunications,Seoul,South Korea,Asia,2012,39942,"$216,000,000 ",Formation 8
Turing,"$4,000,000,000 ",12/20/2021,Internet software & services,Palo Alto,United States,North America,2018,42532,"$128,000,000 ","Foundation Capital, Frontier Ventures, AltaIR Capital"
Lenskart,"$4,000,000,000 ",12/20/2019,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,41811,"$776,000,000 ","Chiratae Ventures, PremjiInvest, Softbank"
Kraken,"$4,000,000,000 ",6/25/2019,Fintech,San Francisco,United States,North America,2011,41630,"$119,000,000 ","Bnk To The Future, Trammell Ventures, SBI Investment"
Horizon Robotics,"$4,000,000,000 ",2/27/2019,Artificial intelligence,Beijing,China,Asia,2015,41508,"$2,000,000,000 ","Hillhouse Capital Management, Linear Venture, Morningside Venture Capital"
MoonPay,"$4,000,000,000 ",11/22/2021,Fintech,Miami,United States,North America,2019,42503,"$555,000,000 ","New Enterprise Associates, Coatue Management, Tiger Global Management"
Celsius Network,"$4,000,000,000 ",10/12/2021,Fintech,Hoboken,United States,North America,2017,42464,"$864,000,000 ","WestCap Group, Caisse de depot et placement du Quebec"
ChargeBee Technologies,"$4,000,000,000 ",4/20/2021,Fintech,Walnut,United States,North America,2011,42295,"$468,000,000 ","Insight Partners, Tiger Global Management, Accel"
Coalition,"$4,000,000,000 ",3/17/2021,Cybersecurity,San Francisco,United States,North America,2017,42255,"$505,000,000 ","Two Sigma Ventures, Flint Capital, Commerce Ventures"
Commure,"$4,000,000,000 ",9/16/2021,Internet software & services,San Francisco,United States,North America,2017,42438,"$542,000,000 ","General Catalyst, HCA Healthcare"
Flock Safety,"$4,000,000,000 ",7/13/2021,Hardware,Atlanta,United States,North America,2017,42373,"$381,000,000 ","Matrix Partners, Initialized Capital, Tiger Global Management"
Handshake,"$4,000,000,000 ",5/12/2021,Internet software & services,San Francisco,United States,North America,2014,42314,"$434,000,000 ","Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"
Highspot,"$4,000,000,000 ",2/22/2021,Internet software & services,Seattle,United States,North America,2013,42236,"$643,000,000 ","Madrona Venture Group, Shasta Ventures, Salesforce Ventures"
Indigo Ag,"$4,000,000,000 ",9/26/2017,Artificial intelligence,Boston,United States,North America,2014,40990,"$1,000,000,000 ","Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."
Mirakl,"$4,000,000,000 ",9/22/2020,E-commerce & direct-to-consumer,Paris,France,Europe,2011,42085,"$948,000,000 ","Elaia Partners, 83North, Felix Capital"
Rec Room,"$4,000,000,000 ",3/23/2021,Internet software & services,Seattle,United States,North America,2016,42262,"$294,000,000 ","First Round Capital, Sequoia Capital, Index Ventures"
Tekion,"$4,000,000,000 ",10/21/2020,Internet software & services,San Ramon,United States,North America,2016,42109,"$435,000,000 ","Airbus Ventures, Index Ventures, Advent International"
Otto Bock HealthCare,"$4,000,000,000 ",6/24/2017,Health,Duderstadt,Germany,Europe,1919,40991,"$0,000,000",EQT Partners
Outreach,"$4,000,000,000 ",4/16/2019,Internet software & services,Seattle,United States,North America,2011,41560,"$489,000,000 ","Mayfield Fund, M12, Trinity Ventures"
WeRide,"$4,000,000,000 ",12/23/2020,Auto & transportation,Guangzhou,China,Asia,2017,42171,"$1,000,000,000 ","Atop Capital, IDInvest Partners, Qiming Venture Partners"
Applied Intuition,"$4,000,000,000 ",10/22/2020,Data management & analytics,Sunnyvale,United States,North America,2017,42109,"$352,000,000 ","Andreessen Horowitz, Lux Capital, General Catalyst"
Course Hero,"$4,000,000,000 ",2/12/2020,Edtech,Redwood City,United States,North America,2006,41867,"$477,000,000 ","NewView Capital, Maveron, Ridge Ventures"
Relativity,"$4,000,000,000 ",3/18/2021,Internet software & services,Chicago,United States,North America,2001,42272,"$125,000,000 ","Silver Lake, ICONIQ Capital"
Whoop,"$4,000,000,000 ",10/28/2020,E-commerce & direct-to-consumer,Boston,United States,North America,2012,42120,"$404,000,000 ","NextView Ventures, Promus Ventures, Two Sigma Ventures"
Arctic Wolf Networks,"$4,000,000,000 ",10/22/2020,Cybersecurity,Eden Prairie,United States,North America,2012,42114,"$498,000,000 ","Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors"
GOAT,"$4,000,000,000 ",9/23/2020,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,42082,"$493,000,000 ","Upfront Ventures, Webb Investment Network, D1 Capital Partners"
Noom,"$4,000,000,000 ",5/24/2021,Health,New York,United States,North America,2006,42334,"$657,000,000 ","Qualcomm Ventures, Samsung Ventures, Silver Lake"
Papaya Global,"$4,000,000,000 ",3/4/2021,Internet software & services,New York,United States,North America,2016,42243,"$440,000,000 ","Bessemer Venture Partners, Insight Partners, New Era Ventures"
Redwood Materials,"$4,000,000,000 ",7/28/2021,Other,Carson City,United States,North America,2017,42388,"$792,000,000 ","Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners"
ShareChat,"$4,000,000,000 ",4/8/2021,Internet software & services,Bengaluru,India,Asia,2015,42279,"$1,000,000,000 ","India Quotient, Elevation Capital, Lightspeed Venture Partners"
Sorare,"$4,000,000,000 ",9/21/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2019,42441,"$739,000,000 ","Benchmark, Accel, SoftBank Group"
VAST Data,"$4,000,000,000 ",4/16/2020,Data management & analytics,New York,United States,North America,2016,41921,"$263,000,000 ","Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital"
Articulate,"$4,000,000,000 ",7/1/2021,Edtech,New York,United States,North America,2015,42363,"$2,000,000,000 ","Blackstone, ICONIQ Growth, General Atlantic"
Dutchie,"$4,000,000,000 ",3/16/2021,E-commerce & direct-to-consumer,Bend,United States,North America,2017,42254,"$603,000,000 ","Casa Verde Capital, Gron Ventures, Thrity Five Ventures"
FalconX,"$4,000,000,000 ",8/10/2021,Fintech,San Mateo,United States,North America,2018,42400,"$324,000,000 ","Tiger Global Management, American Express Ventures, B Capital Group"
Guild Education,"$4,000,000,000 ",11/13/2019,Internet software & services,Denver,United States,North America,2015,41767,"$379,000,000 ","General Atlantic, Blackstone, ICONIQ Growth"
Chainalysis,"$4,000,000,000 ",11/23/2020,Fintech,New York,United States,North America,2014,42144,"$367,000,000 ","Addition, Benhcmark, Accel"
dbt Labs,"$4,000,000,000 ",6/30/2021,Data management & analytics,Philadelphia,United States,North America,2016,42361,"$414,000,000 ","Andreessen Horowitz, Amplify Partners, Sequoia Capital"
Globalization Partners,"$4,000,000,000 ",1/24/2022,Internet software & services,Boston,United States,North America,2012,42573,"$350,000,000 ","Vista Equity Partners, Wincove, TDR Capital"
Intarcia Therapeutics,"$4,000,000,000 ",4/1/2014,Health,Boston,United States,North America,1995,39735,"$1,000,000,000 ","New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital"
Relativity Space,"$4,000,000,000 ",11/23/2020,Other,Inglewood,United States,North America,2016,42142,"$1,000,000,000 ","Playground Global, Bond, Tribe Capital"
StockX,"$4,000,000,000 ",6/26/2019,E-commerce & direct-to-consumer,Detroit,United States,North America,2016,41626,"$495,000,000 ","Google Ventures, Battery Ventures, DST Global"
ThoughtSpot,"$4,000,000,000 ",5/8/2018,Internet software & services,Sunnyvale,United States,North America,2012,41216,"$664,000,000 ","Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital"
SSENSE,"$4,000,000,000 ",6/8/2021,E-commerce & direct-to-consumer,Montreal,Canada,North America,2003,42352,Unknown,Sequoia Capital
BitPanda,"$4,000,000,000 ",3/16/2021,Fintech,Vienna,Austria,Europe,2014,42257,"$546,000,000 ","Speedinvest, Valar Ventures, Uniqa Ventures"
Dataminr,"$4,000,000,000 ",6/4/2018,Artificial intelligence,New York,United States,North America,2009,41246,"$1,000,000,000 ","Venrock, Institutional Venture Partners, Goldman Sachs"
Weee!,"$4,000,000,000 ",3/16/2021,"Supply chain, logistics, & delivery",Fremont,United States,North America,2015,42256,"$864,000,000 ","Goodwater Capital, iFly, XVC Venture Capital"
Medlinker,"$4,000,000,000 ",7/31/2018,Health,Chengdu,China,Asia,2014,41298,"$761,000,000 ","China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China"
Hozon Auto,"$4,000,000,000 ",2/22/2022,Auto & transportation,Shanghai,China,Asia,2014,42600,"$2,000,000,000 ","HD Capital, Qihoo 360 Technology, China Fortune Land Development"
Aurora Solar,"$4,000,000,000 ",5/24/2021,Internet software & services,San Francisco,United States,North America,2013,42327,"$523,000,000 ","Fifth Wall Ventures, Energize Ventures, ICONIQ Capital"
Branch,"$4,000,000,000 ",9/10/2018,Mobile & telecommunications,Redwood City,United States,North America,2014,41339,"$667,000,000 ","New Enterprise Associates, Pear, Cowboy Ventures"
BrowserStack,"$4,000,000,000 ",6/16/2021,Internet software & services,Dublin,Ireland,Europe,2011,42352,"$250,000,000 ","Accel, Insight Partners, Bond Capital"
Cerebras Systems,"$4,000,000,000 ",11/14/2018,Hardware,Los Altos,United States,North America,2016,41402,"$720,000,000 ","Benchmark, Foundation Capital, Sequoia Capital"
ClickUp,"$4,000,000,000 ",12/15/2020,Internet software & services,San Diego,United States,North America,2017,42163,"$535,000,000 ","Georgian Partners, Craft Ventures"
Clubhouse,"$4,000,000,000 ",1/24/2021,Mobile & telecommunications,San Francisco,United States,North America,2020,42200,"$110,000,000 ","Andreessen Horowitz, TQ Ventures"
Farmers Business Network,"$4,000,000,000 ",8/3/2020,Other,San Carlos,United States,North America,2014,42032,"$870,000,000 ","Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures"
Houzz,"$4,000,000,000 ",9/30/2014,E-commerce & direct-to-consumer,Palo Alto,United States,North America,2008,39904,"$614,000,000 ","New Enterprise Associates, Sequoia Capital, Comcast Ventures"
MEGVII,"$4,000,000,000 ",10/31/2017,Artificial intelligence,Beijing,China,Asia,2011,41028,"$1,000,000,000 ","Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company"
Melio,"$4,000,000,000 ",1/25/2021,Fintech,New York,United States,North America,2018,42203,"$504,000,000 ","Accel, Aleph, American Express Ventures"
Next Insurance,"$4,000,000,000 ",10/7/2019,Fintech,Palo Alto,United States,North America,2016,41729,"$881,000,000 ","Zeev Ventures, Ribbit Capital, TLV Partners"
Olive,"$4,000,000,000 ",12/1/2020,Internet software & services,Columbus,United States,North America,2012,42154,"$856,000,000 ","Drive Capital, General Catalyst, Ascension Ventures"
Patreon,"$4,000,000,000 ",9/2/2020,Internet software & services,San Francisco,United States,North America,2013,42063,"$413,000,000 ","Index Ventures, Thrive Capital, CRV"
PointClickCare,"$4,000,000,000 ",1/7/2021,Internet software & services,Mississauga,Canada,North America,2000,42203,"$230,000,000 ","Dragoneer Investment Group, Hellman & Friedman, JMI Equity"
Rubrik,"$4,000,000,000 ",4/28/2017,Data management & analytics,Palo Alto,United States,North America,2014,40839,"$553,000,000 ","Greylock Partners, Lightspeed Venture Partners, Khosla Ventures"
Vuori,"$4,000,000,000 ",10/13/2021,E-commerce & direct-to-consumer,Carlsbad,United States,North America,2015,42467,"$445,000,000 ","SoftBank Group, Norwest Venture Partners"
Webflow,"$4,000,000,000 ",1/13/2021,Internet software & services,San Francisco,United States,North America,2012,42197,"$335,000,000 ","Accel, Silversmith Capital Partners, capitalG"
Yuga Labs,"$4,000,000,000 ",3/22/2022,Fintech,Miami,United States,North America,2021,42621,"$450,000,000 ","Andreessen Horowitz, Thrive Capital, Sound Ventures"
Zapier,"$4,000,000,000 ",1/14/2021,Internet software & services,Sunnyvale,United States,North America,2011,42199,"$1,000,000 ","Sequoia Capital, Bessemer Venture Partners, Threshold Ventures"
Dadi Cinema,"$3,000,000,000 ",5/11/2016,Other,Shenzhen,China,Asia,2006,40495,"$154,000,000 ",Alibaba Pictures Group
Kurly,"$3,000,000,000 ",7/9/2021,"Supply chain, logistics, & delivery",Seoul,South Korea,Asia,2014,42372,"$770,000,000 ","Sequoia Capital China, DST Global, DST Global"
Moglix,"$3,000,000,000 ",5/17/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,42318,"$471,000,000 ","Jungle Ventures, Accel, Venture Highway"
OpenAI,"$3,000,000,000 ",7/22/2019,Artificial intelligence,San Francisco,United States,North America,2015,41653,"$1,000,000,000 ",Khosla Ventures
Upstox,"$3,000,000,000 ",11/29/2021,Fintech,Mumbai,India,Asia,2010,42519,"$54,000,000 ","Tiger Global Management, Kalaari Capital"
Vista Global,"$3,000,000,000 ",8/23/2017,Other,Dubai,United Arab Emirates,Asia,2004,40966,"$418,000,000 ",Rhone Capital
Yixia,"$3,000,000,000 ",11/24/2015,Mobile & telecommunications,Beijing,China,Asia,2011,40321,"$775,000,000 ","Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures"
Automattic,"$3,000,000,000 ",5/27/2013,Internet software & services,San Francisco,United States,North America,2005,39416,"$859,000,000 ","Insight Venture Partners, Lowercase Capital, Polaris Partners"
OakNorth Bank,"$3,000,000,000 ",10/12/2017,Fintech,London,United Kingdom,Europe,2015,41005,"$1,000,000,000 ","Clermont Group, Coltrane Asset Management, Toscafund Asset Management"
Worldcoin,"$3,000,000,000 ",6/29/2021,Fintech,San Francisco,United States,North America,2019,42357,"$125,000,000 ","Day One Ventures, Coinbase Ventures, Andreessen Horowitz"
Hive Box,"$3,000,000,000 ",1/23/2018,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,2015,41108,"$1,000,000,000 ","Eastern Bell Capital, SF Holding Co, STO Express"
Trax,"$3,000,000,000 ",7/22/2019,Artificial intelligence,,Singapore,Asia,2010,41658,"$1,000,000,000 ","Hopu Investment Management, Boyu Capital, DC Thomson Ventures"
MessageBird,"$3,000,000,000 ",10/8/2020,Mobile & telecommunications,Amsterdam,Netherlands,Europe,2011,42101,"$1,000,000,000 ","Y Combinator, Atomico, Accel"
Cohesity,"$3,000,000,000 ",6/11/2018,Data management & analytics,San Jose,United States,North America,2013,41249,"$660,000,000 ","SoftBank Group, Sequoia Capital, Wing Venture Capital"
Cybereason,"$3,000,000,000 ",8/6/2019,Cybersecurity,Boston,United States,North America,2012,41671,"$714,000,000 ","SoftBank Group, CRV, Spark Capital"
A24 Films,"$3,000,000,000 ",3/9/2022,Other,New York,United States,North America,2012,42617,"$225,000,000 ","Stripes Group, Neuberger Berman"
Acronis,"$3,000,000,000 ",9/18/2019,Cybersecurity,Schaffhausen,Switzerland,Europe,2003,41723,"$408,000,000 ","Goldman Sachs, VebVentures, Insight Partners"
Aura,"$3,000,000,000 ",6/9/2021,Cybersecurity,Burlington,United States,North America,2019,42337,"$500,000,000 ","Warburg Pincus, General Catalyst"
BYTON,"$3,000,000,000 ",4/20/2018,Auto & transportation,Nanjing,China,Asia,2016,41194,"$1,000,000,000 ","FAW Group, Tencent Holdings, Tus Holdings"
Cato Networks,"$3,000,000,000 ",11/17/2020,Cybersecurity,Tel Aviv,Israel,Asia,2015,42137,"$532,000,000 ","Aspect Ventures, SingTel Innov8, Greylock Partners"
Digit Insurance,"$3,000,000,000 ",1/15/2021,Fintech,Bengaluru,India,Asia,2016,42195,"$531,000,000 ","Fairfax Financial Holdings, A91 Partners, TVS Capital"
Fetch Rewards,"$3,000,000,000 ",3/31/2021,E-commerce & direct-to-consumer,Madison,United States,North America,2014,42272,"$582,000,000 ","Greycroft, Loeb.NYC, DST Global"
Games24x7,"$3,000,000,000 ",3/30/2022,Internet software & services,Mumbai,India,Asia,2006,42644,"$75,000,000 ","Tiger Global Management, The Raine Group, Malabar Investments"
GoStudent,"$3,000,000,000 ",6/22/2021,Edtech,Vienna,Austria,Europe,2017,42352,"$685,000,000 ","DN Capital, Left Lane Capital, Coatue Management"
